ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4457,3809.62,4586,2560.5,4391.9,4197.81,4003.71,3809.62,T1,-1.5,RISK_ON,all_T
8309.T,4446,3928.54,4570,2828,4409.64,4249.27,4088.91,3928.54,T1,-0.8,RISK_ON,all_T
7182.T,1787,1627.18,1932.5,1161.5,1856.17,1779.84,1703.51,1627.18,T2,-0.4,RISK_ON,all_T
