ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3809.62,4586,2560.5,4391.9,4197.81,4003.71,3809.62
8309.T,3928.54,4570,2828,4409.64,4249.27,4088.91,3928.54
7182.T,1627.18,1932.5,1161.5,1856.17,1779.84,1703.51,1627.18
