ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3737.98,4270,2560.5,4137,4003.99,3870.99,3737.98
8309.T,3833.15,4386,2828,4247.79,4109.57,3971.36,3833.15
7182.T,1582.77,1932.5,1161.5,1845.07,1757.63,1670.2,1582.77
