ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4908,3856.46,4966,2560.5,4688.62,4411.23,4133.85,3856.46,T1,-4.5,RISK_ON,all_T
8309.T,4575,3958.27,4585,2828,4428.32,4271.63,4114.95,3958.27,T1,-3.2,RISK_ON,all_T
7182.T,1990,1642.21,1990,1161.5,1903.05,1816.11,1729.16,1642.21,T1,-4.4,RISK_ON,all_T
