ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3833.34,4918,2560.5,4646.83,4375.67,4104.5,3833.34
8309.T,3944.3,4585,2828,4424.83,4264.65,4104.48,3944.3
7182.T,1634.8,1978,1161.5,1892.2,1806.4,1720.6,1634.8
