ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4528,3795.5,4586,2560.5,4388.38,4190.75,3993.13,3795.5,T1,-3.1,RISK_ON,all_T
8309.T,4350,3915.57,4422,2828,4295.39,4168.78,4042.18,3915.57,T1,-1.3,RISK_ON,all_T
7182.T,1738,1623.28,1932.5,1161.5,1855.19,1777.89,1700.58,1623.28,T3,-2.2,RISK_ON,all_T
