ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3765.08,4270,2560.5,4143.77,4017.54,3891.31,3765.08
8309.T,3872.24,4386,2828,4257.56,4129.12,4000.68,3872.24
7182.T,1606.79,1932.5,1161.5,1851.07,1769.64,1688.21,1606.79
