ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3850.84,4966,2560.5,4687.21,4408.42,4129.63,3850.84
8309.T,3954.82,4585,2828,4427.46,4269.91,4112.37,3954.82
7182.T,1640.26,1978,1161.5,1893.57,1809.13,1724.7,1640.26
