ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3739.1,4270,2560.5,4137.28,4004.55,3871.83,3739.1
8309.T,3835.05,4386,2828,4248.26,4110.53,3972.79,3835.05
7182.T,1584.31,1932.5,1161.5,1845.45,1758.4,1671.36,1584.31
