ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3729.26,4268,2560.5,4133.31,3998.63,3863.94,3729.26
8309.T,3823.5,4373,2828,4235.62,4098.25,3960.87,3823.5
7182.T,1576.55,1932.5,1161.5,1843.51,1754.52,1665.53,1576.55
