ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4698,3822.58,4760,2560.5,4525.64,4291.29,4056.93,3822.58,T1,-3.7,RISK_ON,all_T
8309.T,4521,3937.77,4570,2828,4411.94,4253.88,4095.83,3937.77,T1,-2.4,RISK_ON,all_T
7182.T,1877.5,1631.34,1932.5,1161.5,1857.21,1781.92,1706.63,1631.34,T1,-1.1,RISK_ON,all_T
