ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4005,3743.46,4270,2560.5,4138.36,4006.73,3875.09,3743.46,T2,0,RISK_ON,all_T
8309.T,4148,3841.47,4386,2828,4249.87,4113.74,3977.6,3841.47,T2,-0.8,RISK_ON,all_T
7182.T,1742.5,1589.06,1932.5,1161.5,1846.64,1760.78,1674.92,1589.06,T2,1,RISK_ON,all_T
