ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3743.46,4270,2560.5,4138.36,4006.73,3875.09,3743.46
8309.T,3841.47,4386,2828,4249.87,4113.74,3977.6,3841.47
7182.T,1589.06,1932.5,1161.5,1846.64,1760.78,1674.92,1589.06
