ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3822.58,4760,2560.5,4525.64,4291.29,4056.93,3822.58
8309.T,3937.77,4570,2828,4411.94,4253.88,4095.83,3937.77
7182.T,1631.34,1932.5,1161.5,1857.21,1781.92,1706.63,1631.34
