ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3780.09,4270,2560.5,4147.52,4025.04,3902.57,3780.09
8309.T,3896.07,4386,2828,4263.52,4141.04,4018.55,3896.07
7182.T,1616.85,1932.5,1161.5,1853.59,1774.68,1695.76,1616.85
