ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4949,3850.84,4966,2560.5,4687.21,4408.42,4129.63,3850.84,T1,-5.3,RISK_ON,all_T
8309.T,4549,3954.82,4585,2828,4427.46,4269.91,4112.37,3954.82,T1,-2.7,RISK_ON,all_T
7182.T,1959.5,1640.26,1978,1161.5,1893.57,1809.13,1724.7,1640.26,T1,-3.4,RISK_ON,all_T
