ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3844.74,4918,2560.5,4649.69,4381.37,4113.06,3844.74
8309.T,3951.15,4585,2828,4426.54,4268.08,4109.61,3951.15
7182.T,1638.37,1978,1161.5,1893.09,1808.19,1723.28,1638.37
