ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3724.12,4268,2560.5,4132.03,3996.06,3860.09,3724.12
8309.T,3817.37,4373,2828,4234.09,4095.18,3956.28,3817.37
7182.T,1573.04,1932.5,1161.5,1842.63,1752.77,1662.9,1573.04
