ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4187,3729.26,4268,2560.5,4133.31,3998.63,3863.94,3729.26,T1,-1.3,RISK_ON,all_T
8309.T,4306,3823.5,4373,2828,4235.62,4098.25,3960.87,3823.5,T1,-1.6,RISK_ON,all_T
7182.T,1785.5,1576.55,1932.5,1161.5,1843.51,1754.52,1665.53,1576.55,T2,-1.7,RISK_ON,all_T
