ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4131,3771.31,4270,2560.5,4145.33,4020.66,3895.98,3771.31,T1,0.3,RISK_ON,all_T
8309.T,4232,3881.65,4386,2828,4259.91,4133.83,4007.74,3881.65,T1,0.7,RISK_ON,all_T
7182.T,1719.5,1610.98,1932.5,1161.5,1852.12,1771.74,1691.36,1610.98,T3,-1.6,RISK_ON,all_T
