ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3747.44,4270,2560.5,4139.36,4008.72,3878.08,3747.44
8309.T,3847.18,4386,2828,4251.3,4116.59,3981.89,3847.18
7182.T,1592.96,1932.5,1161.5,1847.61,1762.73,1677.84,1592.96
