ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3726.32,4268,2560.5,4132.58,3997.16,3861.74,3726.32
8309.T,3820.18,4373,2828,4234.8,4096.59,3958.39,3820.18
7182.T,1574.75,1932.5,1161.5,1843.06,1753.63,1664.19,1574.75
