ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4071,3775.83,4270,2560.5,4146.46,4022.91,3899.37,3775.83,T2,-1.2,RISK_ON,all_T
8309.T,4216,3889.89,4386,2828,4261.97,4137.95,4013.92,3889.89,T1,1.1,RISK_ON,all_T
7182.T,1736,1614.25,1932.5,1161.5,1852.94,1773.37,1693.81,1614.25,T2,2.2,RISK_ON,all_T
