ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3775.83,4270,2560.5,4146.46,4022.91,3899.37,3775.83
8309.T,3889.89,4386,2828,4261.97,4137.95,4013.92,3889.89
7182.T,1614.25,1932.5,1161.5,1852.94,1773.37,1693.81,1614.25
