ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3838.69,4918,2560.5,4648.17,4378.35,4108.52,3838.69
8309.T,3947.44,4585,2828,4425.61,4266.22,4106.83,3947.44
7182.T,1636.47,1978,1161.5,1892.62,1807.23,1721.85,1636.47
