ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4817,3838.69,4918,2560.5,4648.17,4378.35,4108.52,3838.69,T1,-3.5,RISK_ON,all_T
8309.T,4458,3947.44,4585,2828,4425.61,4266.22,4106.83,3947.44,T1,-0.7,RISK_ON,all_T
7182.T,1909.5,1636.47,1978,1161.5,1892.62,1807.23,1721.85,1636.47,T1,-0.9,RISK_ON,all_T
