ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3769.99,4270,2560.5,4145,4020,3894.99,3769.99
8309.T,3879.21,4386,2828,4259.3,4132.6,4005.91,3879.21
7182.T,1610.05,1932.5,1161.5,1851.89,1771.28,1690.66,1610.05
