ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4243,3737.98,4270,2560.5,4137,4003.99,3870.99,3737.98,T1,-2.5,RISK_ON,all_T
8309.T,4377,3833.15,4386,2828,4247.79,4109.57,3971.36,3833.15,T1,-3,RISK_ON,all_T
7182.T,1835.5,1582.77,1932.5,1161.5,1845.07,1757.63,1670.2,1582.77,T1,0.5,RISK_ON,all_T
