docID,submitted_at,edinet_code,ticker,filer,doc_type,doc_title,period_from,period_to,url
S100X6V3,2025-12-12 09:07,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6V3?type=5
S100X8Y7,2025-12-12 09:07,E21671,,?????????????????,07A000,?????????????????????9?(2024/10/01?2025/09/30),2024-10-01,2025-09-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8Y7?type=5
S100X8Z5,2025-12-12 09:07,E21671,,?????????????????,07A000,?????????????????????17?(2024/10/01?2025/09/30),2024-10-01,2025-09-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8Z5?type=5
S100WVFR,2025-12-12 09:07,E12450,,?????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WVFR?type=5
S100X73N,2025-12-12 09:07,E06479,,?????????????????????,10A000,???????????????????1?(2025/03/17?2026/03/16),2025-03-17,2026-03-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73N?type=5
S100X94O,2025-12-12 09:07,E12481,,????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X94O?type=5
S100X8O5,2025-12-12 09:08,E09096,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8O5?type=5
S100XA0D,2025-12-12 09:08,E06264,,??????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0D?type=5
S100XA0I,2025-12-12 09:08,E00334,22820.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0I?type=5
S100WYKO,2025-12-12 09:08,E11161,,?????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100WYKO?type=5
S100X8VW,2025-12-12 09:08,E12481,,????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8VW?type=5
S100X433,2025-12-12 09:08,E12422,,????????????????????,07A000,?????????????????????41?(2025/03/22?2025/09/22),2025-03-22,2025-09-22,https://api.edinet-fsa.go.jp/api/v2/documents/S100X433?type=5
S100X8YF,2025-12-12 09:08,E21671,,?????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8YF?type=5
S100X6V9,2025-12-12 09:08,E06748,,????????????????,07A000,?????????????????????24?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6V9?type=5
S100X73S,2025-12-12 09:08,E06479,,?????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73S?type=5
S100X8PQ,2025-12-12 09:09,E09096,,????????????????,07A000,?????????????????????54?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8PQ?type=5
S100X8ZG,2025-12-12 09:09,E21671,,?????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZG?type=5
S100XA06,2025-12-12 09:09,E05483,24380.T,??????????,043A00,???????31?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA06?type=5
S100X933,2025-12-12 09:09,E23250,87140.T,????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X933?type=5
S100X8PP,2025-12-12 09:10,E09096,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8PP?type=5
S100X6VB,2025-12-12 09:10,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6VB?type=5
S100X73V,2025-12-12 09:10,E06479,,?????????????????????,07A000,?????????????????????1?(2025/03/17?2025/09/16),2025-03-17,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73V?type=5
S100XA0P,2025-12-12 09:11,E32022,71860.T,?????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0P?type=5
S100X0QO,2025-12-12 09:11,E09666,,??????????????,07A000,?????????????????????43?(2025/03/13?2025/09/12),2025-03-13,2025-09-12,https://api.edinet-fsa.go.jp/api/v2/documents/S100X0QO?type=5
S100X73Q,2025-12-12 09:11,E06479,,?????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73Q?type=5
S100X9ZY,2025-12-12 09:12,E03611,83090.T,????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9ZY?type=5
S100X9UN,2025-12-12 09:12,E00414,25930.T,???????,043A00,???????61?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9UN?type=5
S100X6VK,2025-12-12 09:12,E06748,,????????????????,07A000,?????????????????????20?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6VK?type=5
S100XA0N,2025-12-12 09:12,E01726,62680.T,?????????,053001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0N?type=5
S100X73R,2025-12-12 09:12,E06479,,?????????????????????,10A000,???????????????????1?(2025/03/17?2026/03/16),2025-03-17,2026-03-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73R?type=5
S100X43J,2025-12-12 09:12,E12422,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X43J?type=5
S100X9XB,2025-12-12 09:13,E00414,25930.T,???????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9XB?type=5
S100XA0Q,2025-12-12 09:13,E01726,62680.T,?????????,113001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0Q?type=5
S100XA0E,2025-12-12 09:13,E01643,62470.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0E?type=5
S100X96P,2025-12-12 09:13,E12481,,????????????,10A000,???????????????????13?(2025/03/18?2026/03/16),2025-03-18,2026-03-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X96P?type=5
S100X73W,2025-12-12 09:13,E06479,,?????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73W?type=5
S100X6VM,2025-12-12 09:14,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6VM?type=5
S100X916,2025-12-12 09:14,E21671,,?????????????????,07A000,?????????????????????14?(2024/10/01?2025/09/30),2024-10-01,2025-09-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X916?type=5
S100X9SK,2025-12-12 09:14,E02759,99290.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9SK?type=5
S100X0QS,2025-12-12 09:14,E09666,,??????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X0QS?type=5
S100X73Y,2025-12-12 09:15,E06479,,?????????????????????,07A000,?????????????????????1?(2025/03/17?2025/09/16),2025-03-17,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X73Y?type=5
S100X77I,2025-12-12 09:15,E06748,,????????????????,07A000,?????????????????????12?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X77I?type=5
S100X6JX,2025-12-12 09:16,E06479,,?????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6JX?type=5
S100X8Z8,2025-12-12 09:16,E12437,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8Z8?type=5
S100X91I,2025-12-12 09:16,E21671,,?????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X91I?type=5
S100XA0T,2025-12-12 09:16,E04218,90390.T,?????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0T?type=5
S100X4Y0,2025-12-12 09:16,E12422,,????????????????????,10A000,???????????????????7?(2025/03/25?2026/03/23),2025-03-25,2026-03-23,https://api.edinet-fsa.go.jp/api/v2/documents/S100X4Y0?type=5
S100X6K0,2025-12-12 09:16,E06479,,?????????????????????,10A000,???????????????????1?(2025/03/17?2026/03/16),2025-03-17,2026-03-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6K0?type=5
S100X0RZ,2025-12-12 09:17,E09666,,??????????????,07A000,?????????????????????17?(2025/03/13?2025/09/12),2025-03-13,2025-09-12,https://api.edinet-fsa.go.jp/api/v2/documents/S100X0RZ?type=5
S100X77K,2025-12-12 09:17,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X77K?type=5
S100X96S,2025-12-12 09:17,E12481,,????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X96S?type=5
S100X6K2,2025-12-12 09:18,E06479,,?????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6K2?type=5
S100X740,2025-12-12 09:19,E06479,,?????????????????????,07A000,?????????????????????1?(2025/03/17?2025/09/16),2025-03-17,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X740?type=5
S100X79H,2025-12-12 09:19,E06748,,????????????????,07A000,?????????????????????12?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79H?type=5
S100X4Y3,2025-12-12 09:21,E12422,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X4Y3?type=5
S100X79K,2025-12-12 09:21,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79K?type=5
S100X0SA,2025-12-12 09:23,E09666,,??????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X0SA?type=5
S100X9AO,2025-12-12 09:23,E10677,,?????????????????,995000,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9AO?type=5
S100XA0V,2025-12-12 09:23,E38148,93360.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0V?type=5
S100X79Q,2025-12-12 09:24,E06748,,????????????????,07A000,?????????????????????12?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79Q?type=5
S100X43S,2025-12-12 09:24,E12422,,????????????????????,07A000,?????????????????????6?(2024/09/21?2025/09/22),2024-09-21,2025-09-22,https://api.edinet-fsa.go.jp/api/v2/documents/S100X43S?type=5
S100X9I1,2025-12-12 09:25,E12444,,???????????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9I1?type=5
S100X8MY,2025-12-12 09:25,E08163,,???????????????,07A000,?????????????????????56?(2025/03/18?2025/09/17),2025-03-18,2025-09-17,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8MY?type=5
S100XA0H,2025-12-12 09:25,E00075,19440.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0H?type=5
S100X79S,2025-12-12 09:25,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79S?type=5
S100X8YG,2025-12-12 09:26,E06264,,??????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8YG?type=5
S100XA0R,2025-12-12 09:26,E40145,291A0.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0R?type=5
S100X8N0,2025-12-12 09:26,E08163,,???????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8N0?type=5
S100X4Z6,2025-12-12 09:27,E09096,,????????????????,07A000,?????????????????????53?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X4Z6?type=5
S100X9TL,2025-12-12 09:27,E00721,94750.T,???????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9TL?type=5
S100XA0Y,2025-12-12 09:28,E33854,73200.T,??????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0Y?type=5
S100XA0O,2025-12-12 09:28,E12457,,???????????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0O?type=5
S100X8YK,2025-12-12 09:28,E06264,,??????????????????????,07A000,?????????????????????11?(2024/09/18?2025/09/16),2024-09-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8YK?type=5
S100X91T,2025-12-12 09:28,E33958,,????????????????????,07A000,?????????????????????13?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X91T?type=5
S100X6VQ,2025-12-12 09:29,E06748,,????????????????,07A000,?????????????????????12?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6VQ?type=5
S100X8ZS,2025-12-12 09:29,E02792,74170.T,??????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZS?type=5
S100X43V,2025-12-12 09:29,E12422,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X43V?type=5
S100XA11,2025-12-12 09:29,E01486,61130.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA11?type=5
S100XA0S,2025-12-12 09:30,E12457,,???????????????????????????,07A000,?????????????????????29?(2024/09/18?2025/09/16),2024-09-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0S?type=5
S100X920,2025-12-12 09:30,E33958,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X920?type=5
S100X6VT,2025-12-12 09:30,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6VT?type=5
S100X4Z3,2025-12-12 09:31,E09096,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X4Z3?type=5
S100X6VY,2025-12-12 09:32,E06748,,????????????????,07A000,?????????????????????10?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6VY?type=5
S100X94C,2025-12-12 09:32,E12422,,????????????????????,995000,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X94C?type=5
S100X926,2025-12-12 09:32,E33958,,????????????????????,07A000,?????????????????????6?(2024/09/18?2025/09/16),2024-09-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X926?type=5
S100XA0U,2025-12-12 09:32,E12457,,???????????????????????????,07A000,?????????????????????2?(2024/10/11?2025/10/10),2024-10-11,2025-10-10,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0U?type=5
S100X92T,2025-12-12 09:33,E33958,,????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X92T?type=5
S100X6W2,2025-12-12 09:34,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6W2?type=5
S100X79U,2025-12-12 09:36,E06748,,????????????????,07A000,?????????????????????10?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79U?type=5
S100X79W,2025-12-12 09:37,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79W?type=5
S100XA1B,2025-12-12 09:39,E04925,97950.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1B?type=5
S100X9QV,2025-12-12 09:39,E31023,39010.T,???????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9QV?type=5
S100X79Z,2025-12-12 09:39,E06748,,????????????????,07A000,?????????????????????9?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X79Z?type=5
S100XA0Z,2025-12-12 09:40,E00322,17210.T,????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0Z?type=5
S100X7A3,2025-12-12 09:41,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7A3?type=5
S100X8ZF,2025-12-12 09:41,E06264,,??????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZF?type=5
S100X8DJ,2025-12-12 09:42,E02714,98560.T,????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8DJ?type=5
S100X7A7,2025-12-12 09:43,E06748,,????????????????,07A000,?????????????????????9?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7A7?type=5
S100X9DI,2025-12-12 09:43,E25563,,?????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9DI?type=5
S100X9NC,2025-12-12 09:43,E05083,47600.T,????????,053001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9NC?type=5
S100X8ZH,2025-12-12 09:44,E06264,,??????????????????????,07A000,?????????????????????22?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZH?type=5
S100X7AA,2025-12-12 09:44,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AA?type=5
S100X7AG,2025-12-12 09:47,E06748,,????????????????,07A000,?????????????????????7?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AG?type=5
S100X9DM,2025-12-12 09:47,E00331,22640.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9DM?type=5
S100XA1A,2025-12-12 09:48,,,,,,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1A?type=5
S100X7AJ,2025-12-12 09:49,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AJ?type=5
S100XA1E,2025-12-12 09:49,,,,,,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1E?type=5
S100X81H,2025-12-12 09:49,E31533,,???????????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X81H?type=5
S100XA1F,2025-12-12 09:50,,,,,,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1F?type=5
S100X81M,2025-12-12 09:50,E31533,,???????????????????????,10A000,???????????????????5?(2025/03/13?2026/03/12),2025-03-13,2026-03-12,https://api.edinet-fsa.go.jp/api/v2/documents/S100X81M?type=5
S100X7AP,2025-12-12 09:51,E06748,,????????????????,07A000,?????????????????????3?(2025/03/20?2025/09/19),2025-03-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AP?type=5
S100XA1H,2025-12-12 09:51,E02142,72010.T,?????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1H?type=5
S100XA1K,2025-12-12 09:52,E02142,72010.T,?????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1K?type=5
S100X7AQ,2025-12-12 09:52,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AQ?type=5
S100XA1M,2025-12-12 09:52,E02142,72010.T,?????????,113001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1M?type=5
S100X7AU,2025-12-12 09:53,E06748,,????????????????,10A000,???????????????????8?(2025/03/22?2026/03/23),2025-03-22,2026-03-23,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AU?type=5
S100X9TM,2025-12-12 09:55,E26204,,??????????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9TM?type=5
S100X7AW,2025-12-12 09:55,E06748,,????????????????,04A000,???????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7AW?type=5
S100X6JW,2025-12-12 09:57,E06748,,????????????????,07A000,?????????????????????64?(2024/09/20?2025/09/19),2024-09-20,2025-09-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6JW?type=5
S100X6K4,2025-12-12 09:58,E06748,,????????????????,10A000,???????????????????65?(2025/03/20?2026/03/19),2025-03-20,2026-03-19,https://api.edinet-fsa.go.jp/api/v2/documents/S100X6K4?type=5
S100XA1J,2025-12-12 09:59,E01202,52800.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1J?type=5
S100X834,2025-12-12 10:00,E06748,,????????????????,10A000,???????????????????5?(2025/03/22?2026/03/23),2025-03-22,2026-03-23,https://api.edinet-fsa.go.jp/api/v2/documents/S100X834?type=5
S100XA1L,2025-12-12 10:00,E05025,46840.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1L?type=5
S100XA13,2025-12-12 10:00,E02793,74200.T,????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA13?type=5
S100X9GF,2025-12-12 10:00,E03017,82370.T,??????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9GF?type=5
S100X9ZS,2025-12-12 10:00,E02828,74670.T,????????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9ZS?type=5
S100X9ZO,2025-12-12 10:00,E04147,90200.T,???????????,113001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9ZO?type=5
S100X7A6,2025-12-12 10:01,E06748,,????????????????,10A000,???????????????????3?(2025/03/22?2025/09/21),2025-03-22,2025-09-21,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7A6?type=5
S100XA0W,2025-12-12 10:01,E02547,30230.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0W?type=5
S100X971,2025-12-12 10:02,E04773,97350.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X971?type=5
