docID,submitted_at,edinet_code,ticker,filer,doc_type,doc_title,period_from,period_to,url
S100X9XK,2025-12-12 10:02,E04764,97650.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9XK?type=5
S100X83O,2025-12-12 10:02,E02231,72660.T,???????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X83O?type=5
S100X8IU,2025-12-12 10:03,E06748,,????????????????,995000,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8IU?type=5
S100X8XL,2025-12-12 10:04,E00904,46350.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8XL?type=5
S100X969,2025-12-12 10:06,E03588,83860.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X969?type=5
S100XA0J,2025-12-12 10:08,E03614,83160.T,???????????????????,120003,?????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA0J?type=5
S100XA19,2025-12-12 10:10,E02144,72030.T,??????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA19?type=5
S100X4UI,2025-12-12 10:10,E10052,,?????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X4UI?type=5
S100X9RP,2025-12-12 10:11,E01146,53510.T,?????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9RP?type=5
S100XA21,2025-12-12 10:14,E01939,68060.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA21?type=5
S100X9F0,2025-12-12 10:14,E02510,80320.T,????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9F0?type=5
S100XA1Q,2025-12-12 10:15,E05714,87290.T,??????????????????,120003,?????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA1Q?type=5
S100X9FH,2025-12-12 10:16,E01480,61010.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9FH?type=5
S100X8SP,2025-12-12 10:25,E12453,,??????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8SP?type=5
S100XA24,2025-12-12 10:26,E01378,59810.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA24?type=5
S100XA17,2025-12-12 10:26,E05483,24380.T,??????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA17?type=5
S100X8ZO,2025-12-12 10:27,E12437,,????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZO?type=5
S100XA2F,2025-12-12 10:28,E05067,47450.T,????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2F?type=5
S100XA2E,2025-12-12 10:30,E00824,42060.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2E?type=5
S100X8WF,2025-12-12 10:30,E01601,64720.T,???????,120003,?????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8WF?type=5
S100X8ZC,2025-12-12 10:31,E12437,,????????????????????,07A000,?????????????????????7?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZC?type=5
S100X8YJ,2025-12-12 10:35,E12437,,????????????????????,04A001,?????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8YJ?type=5
S100X8Y6,2025-12-12 10:39,E12437,,????????????????????,07A000,?????????????????????27?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8Y6?type=5
S100XA2K,2025-12-12 10:39,E02475,64600.T,?????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2K?type=5
S100XA2Q,2025-12-12 10:40,E34052,43880.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2Q?type=5
S100XA2D,2025-12-12 10:41,E03847,87660.T,????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2D?type=5
S100XA2G,2025-12-12 10:43,E12437,,????????????????????,07A000,?????????????????????16?(2025/03/18?2025/09/16),2025-03-18,2025-09-16,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2G?type=5
S100X9J3,2025-12-12 10:44,E00510,29230.T,?????????,043A00,???????66?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9J3?type=5
S100X9OC,2025-12-12 10:44,E04324,90650.T,??????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9OC?type=5
S100X9JN,2025-12-12 10:45,E00510,29230.T,?????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9JN?type=5
S100XA2P,2025-12-12 10:48,E02090,66700.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2P?type=5
S100X9TP,2025-12-12 10:49,E00708,39480.T,?????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9TP?type=5
S100X98H,2025-12-12 10:50,E02813,74410.T,??????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X98H?type=5
S100XA2T,2025-12-12 10:50,E01256,55630.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2T?type=5
S100XA2L,2025-12-12 10:52,E01532,63010.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2L?type=5
S100X9Y0,2025-12-12 10:55,E11998,,?????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9Y0?type=5
S100XA34,2025-12-12 10:56,E01438,59880.T,???????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA34?type=5
S100XA2N,2025-12-12 10:56,E02632,74590.T,?????????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2N?type=5
S100XA08,2025-12-12 10:57,E00461,28750.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA08?type=5
S100XA2Z,2025-12-12 10:58,E00767,40420.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA2Z?type=5
S100XA33,2025-12-12 10:59,E38695,74090.T,????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA33?type=5
S100X8NE,2025-12-12 11:02,E03736,,?????????????????,113001,???????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8NE?type=5
S100XA39,2025-12-12 11:04,E03851,87950.T,???????????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA39?type=5
S100X8ZZ,2025-12-12 11:08,E00197,18730.T,?????????????????,043A00,???????58?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8ZZ?type=5
S100X9T0,2025-12-12 11:08,E11943,,????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9T0?type=5
S100X8X7,2025-12-12 11:09,E00197,18730.T,?????????????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X8X7?type=5
S100X9TI,2025-12-12 11:27,E00464,28090.T,?????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9TI?type=5
S100XA3F,2025-12-12 11:28,E04903,96210.T,???????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3F?type=5
S100X9WC,2025-12-12 11:30,E00464,28090.T,?????????,110000,??????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9WC?type=5
S100XA3O,2025-12-12 11:31,E00086,18930.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3O?type=5
S100X9RO,2025-12-12 11:31,E25867,36560.T,????????,023001,???????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9RO?type=5
S100XA22,2025-12-12 11:37,E37004,,??????????????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA22?type=5
S100XA3T,2025-12-12 11:39,E05176,48340.T,???????????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3T?type=5
S100XA3I,2025-12-12 11:42,E01098,51920.T,??????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3I?type=5
S100XA3U,2025-12-12 11:43,E00900,46190.T,??????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3U?type=5
S100X9OD,2025-12-12 11:49,E04018,89200.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9OD?type=5
S100XA3W,2025-12-12 11:59,E03436,33290.T,?????????????,043A00,???????27?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3W?type=5
S100XA3Z,2025-12-12 12:00,E03436,33290.T,?????????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3Z?type=5
S100X9WS,2025-12-12 12:01,E27215,31800.T,?????????????,043A00,???????24?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9WS?type=5
S100X9W4,2025-12-12 12:02,E27215,31800.T,?????????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9W4?type=5
S100X96A,2025-12-12 12:06,E33891,,?????????????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X96A?type=5
S100XA3Y,2025-12-12 12:51,E33595,23340.T,???????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA3Y?type=5
S100XA4P,2025-12-12 12:58,E05713,38560.T,????????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA4P?type=5
S100XA4L,2025-12-12 13:00,E02378,79360.T,?????????,053000,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA4L?type=5
S100X9YF,2025-12-12 13:00,E02819,,??????,050000,???????120?(2025/04/01?2026/03/31),2025-04-01,2026-03-31,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9YF?type=5
S100X7S0,2025-12-12 13:04,E37116,,?????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X7S0?type=5
S100XA4K,2025-12-12 13:09,E37116,,?????????,090001,????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100XA4K?type=5
S100X9RF,2025-12-12 13:16,E05759,,??????????????????????,080000,???????,2024-10-01,2025-09-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9RF?type=5
S100X9EX,2025-12-12 13:17,E03736,,?????????????????,050000,???????78?(2025/04/01?2026/03/31),2025-04-01,2026-03-31,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9EX?type=5
S100X96Y,2025-12-12 13:18,E04092,90080.T,????????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X96Y?type=5
S100X9VY,2025-12-12 13:26,E11943,,????????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9VY?type=5
S100X9AU,2025-12-12 13:30,E03013,82330.T,???????,170000,????????????????????????????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9AU?type=5
S100X9VP,2025-12-12 13:30,E27923,,?????,010002,?????,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X9VP?type=5
S100X5RR,2025-12-12 13:31,E02011,74350.T,??????????,043A00,???????76?(2025/05/01?2026/04/30),2025-05-01,2026-04-30,https://api.edinet-fsa.go.jp/api/v2/documents/S100X5RR?type=5
S100X5RL,2025-12-12 13:33,E02011,74350.T,??????????,042000,???,,,https://api.edinet-fsa.go.jp/api/v2/documents/S100X5RL?type=5
