ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3722.04,4268,2560.5,4131.51,3995.02,3858.53,3722.04
8309.T,3814.79,4373,2828,4233.45,4093.89,3954.34,3814.79
7182.T,1571.18,1932.5,1161.5,1842.17,1751.84,1661.51,1571.18
