ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3784.08,4270,2560.5,4148.52,4027.04,3905.56,3784.08
8309.T,3902.46,4386,2828,4265.12,4144.23,4023.35,3902.46
7182.T,1619.04,1932.5,1161.5,1854.14,1775.77,1697.41,1619.04
