ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4359,3798.55,4586,2560.5,4389.14,4192.27,3995.41,3798.55,T1,0.7,RISK_ON,all_T
8309.T,4232,3918.08,4422,2828,4296.02,4170.04,4044.06,3918.08,T2,-1.5,RISK_ON,all_T
7182.T,1705,1624.04,1932.5,1161.5,1855.39,1778.27,1701.16,1624.04,T3,-0.2,RISK_ON,all_T
