ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3798.55,4586,2560.5,4389.14,4192.27,3995.41,3798.55
8309.T,3918.08,4422,2828,4296.02,4170.04,4044.06,3918.08
7182.T,1624.04,1932.5,1161.5,1855.39,1778.27,1701.16,1624.04
