ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3813.4,4638,2560.5,4431.85,4225.7,4019.55,3813.4
8309.T,3931.58,4570,2828,4410.4,4250.79,4091.19,3931.58
7182.T,1628.46,1932.5,1161.5,1856.49,1780.48,1704.47,1628.46
