ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4203,3778.28,4270,2560.5,4147.07,4024.14,3901.21,3778.28,T1,-1.3,RISK_ON,all_T
8309.T,4275,3893.27,4386,2828,4262.82,4139.63,4016.45,3893.27,T1,-0.3,RISK_ON,all_T
7182.T,1772.5,1615.67,1932.5,1161.5,1853.29,1774.08,1694.87,1615.67,T2,0.1,RISK_ON,all_T
