ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3778.28,4270,2560.5,4147.07,4024.14,3901.21,3778.28
8309.T,3893.27,4386,2828,4262.82,4139.63,4016.45,3893.27
7182.T,1615.67,1932.5,1161.5,1853.29,1774.08,1694.87,1615.67
