ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3804,4586,2560.5,4390.5,4195,3999.5,3804
8309.T,3922.93,4422,2828,4297.23,4172.47,4047.7,3922.93
7182.T,1625.55,1932.5,1161.5,1855.76,1779.03,1702.29,1625.55
