ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3781.99,4270,2560.5,4148,4025.99,3903.99,3781.99
8309.T,3899.29,4386,2828,4264.32,4142.64,4020.97,3899.29
7182.T,1618,1932.5,1161.5,1853.87,1775.25,1696.62,1618
