ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3758.35,4270,2560.5,4142.09,4014.17,3886.26,3758.35
8309.T,3863.06,4386,2828,4255.26,4124.53,3993.79,3863.06
7182.T,1601.77,1932.5,1161.5,1849.82,1767.13,1684.45,1601.77
