ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3788.95,4370,2560.5,4224.74,4079.48,3934.21,3788.95
8309.T,3909.14,4419,2828,4291.53,4164.07,4036.6,3909.14
7182.T,1621.25,1932.5,1161.5,1854.69,1776.87,1699.06,1621.25
