ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3739.75,4270,2560.5,4137.44,4004.87,3872.31,3739.75
8309.T,3835.64,4386,2828,4248.41,4110.82,3973.23,3835.64
7182.T,1584.52,1932.5,1161.5,1845.5,1758.51,1671.51,1584.52
