ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4176,3739.75,4270,2560.5,4137.44,4004.87,3872.31,3739.75,T1,-0.9,RISK_ON,all_T
8309.T,4299,3835.64,4386,2828,4248.41,4110.82,3973.23,3835.64,T1,-1.2,RISK_ON,all_T
7182.T,1814.5,1584.52,1932.5,1161.5,1845.5,1758.51,1671.51,1584.52,T1,1.7,RISK_ON,all_T
