ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3818,4760,2560.5,4524.5,4289,4053.5,3818
8309.T,3934.76,4570,2828,4411.19,4252.38,4093.57,3934.76
7182.T,1629.96,1932.5,1161.5,1856.87,1781.23,1705.6,1629.96
