ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3762.04,4270,2560.5,4143.01,4016.02,3889.03,3762.04
8309.T,3867.77,4386,2828,4256.44,4126.88,3997.33,3867.77
7182.T,1604.35,1932.5,1161.5,1850.46,1768.43,1686.39,1604.35
