ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3751.59,4270,2560.5,4140.4,4010.79,3881.19,3751.59
8309.T,3853.07,4386,2828,4252.77,4119.53,3986.3,3853.07
7182.T,1596.22,1932.5,1161.5,1848.43,1764.36,1680.29,1596.22
