ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4192,3732.32,4268,2560.5,4134.08,4000.16,3866.24,3732.32,T1,-1.4,RISK_ON,all_T
8309.T,4284,3826.92,4377,2828,4239.48,4101.96,3964.44,3826.92,T1,-1,RISK_ON,all_T
7182.T,1809.5,1578.55,1932.5,1161.5,1844.01,1755.53,1667.04,1578.55,T1,1.9,RISK_ON,all_T
