ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3739.39,4270,2560.5,4137.35,4004.7,3872.04,3739.39
8309.T,3835.32,4386,2828,4248.33,4110.66,3972.99,3835.32
7182.T,1584.61,1932.5,1161.5,1845.53,1758.56,1671.58,1584.61
