ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3735.2,4268,2560.5,4134.8,4001.6,3868.4,3735.2
8309.T,3829.99,4377,2828,4240.25,4103.5,3966.74,3829.99
7182.T,1580.67,1932.5,1161.5,1844.54,1756.58,1668.63,1580.67
