ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3861.69,4966,2560.5,4689.92,4413.85,4137.77,3861.69
8309.T,3961.81,4603,2828,4442.7,4282.41,4122.11,3961.81
7182.T,1644.37,2084,1161.5,1974.09,1864.18,1754.27,1644.37
