ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4849,3861.69,4966,2560.5,4689.92,4413.85,4137.77,3861.69,T1,-3.3,RISK_ON,all_T
8309.T,4585,3961.81,4603,2828,4442.7,4282.41,4122.11,3961.81,T1,-3.1,RISK_ON,all_T
7182.T,2036,1644.37,2084,1161.5,1974.09,1864.18,1754.27,1644.37,T1,-3,RISK_ON,all_T
