ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3791.72,4370,2560.5,4225.43,4080.86,3936.29,3791.72
8309.T,3912.46,4422,2828,4294.62,4167.23,4039.85,3912.46
7182.T,1622.35,1932.5,1161.5,1854.96,1777.42,1699.88,1622.35
