ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3752.21,4270,2560.5,4140.55,4011.11,3881.66,3752.21
8309.T,3854.45,4386,2828,4253.11,4120.22,3987.34,3854.45
7182.T,1597.16,1932.5,1161.5,1848.67,1764.83,1681,1597.16
