ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3827.55,4846,2560.5,4591.39,4336.77,4082.16,3827.55
8309.T,3940.96,4585,2828,4423.99,4262.98,4101.97,3940.96
7182.T,1633.02,1954.5,1161.5,1874.13,1793.76,1713.39,1633.02
