ticker,MA200,YH,YL,T1,T2,T3,T4
3472.T,73895,85000,61100,82223.75,79447.5,76671.25,73895
8976.T,335367,391000,272000,377091.75,363183.5,349275.25,335367
8961.T,70596,80200,59400,77799,75398,72997,70596
3295.T,158911.5,178500,135200,173602.88,168705.75,163808.63,158911.5
3249.T,127387,151700,110900,145621.75,139543.5,133465.25,127387
8958.T,133182,150000,98700,145795.5,141591,137386.5,133182
