ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4150,3774.24,4270,2560.5,4146.06,4022.12,3898.18,3774.24,T1,-0.1,RISK_ON,all_T
8309.T,4269,3887.01,4386,2828,4261.25,4136.5,4011.76,3887.01,T1,-0.2,RISK_ON,all_T
7182.T,1739.5,1613,1932.5,1161.5,1852.63,1772.75,1692.88,1613,T2,1.9,RISK_ON,all_T
