ticker,MA200,YH,YL,T1,T2,T3,T4
8316.T,3866.61,4966,2560.5,4691.15,4416.3,4141.46,3866.61
8309.T,3965.34,4649,2828,4478.08,4307.17,4136.25,3965.34
7182.T,1646.94,2084,1161.5,1974.73,1865.47,1756.2,1646.94
