ticker,close,MA200,YH,YL,T1,T2,T3,T4,nearest,dist_pct,regime,rule
8316.T,4860,3866.61,4966,2560.5,4691.15,4416.3,4141.46,3866.61,T1,-3.5,RISK_ON,all_T
8309.T,4613,3965.34,4649,2828,4478.08,4307.17,4136.25,3965.34,T1,-2.9,RISK_ON,all_T
7182.T,2062,1646.94,2084,1161.5,1974.73,1865.47,1756.2,1646.94,T1,-4.2,RISK_ON,all_T
